Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,지온,강우감지,일사량,외부온도,외부풍향,외부풍속,지습,급액횟수,급액EC(dS/m),급액pH,급액량(회당),품종,재배형태
511,farm29,20190104,16주차,859.1254167,99.48,16.5983333,16.72875,1.0,904,4.4704167,,0.2370833,,6,2.97,4.78,85,tomato05,
511,farm29,20190105,16주차,739.7795833,99.4283333,16.2695833,17.3279167,1.0,894,5.0120833,,0.4091667,,6,2.88,5.29,87,tomato05,
511,farm29,20190106,16주차,788.9654167,99.4595833,15.9304167,16.5483333,0.0,976,3.1041667,,0.3216667,,14,2.85,5.64,68,tomato05,
512,farm29,20190107,17주차,835.6754167,99.44125,16.3254167,17.1733333,0.0,991,1.6520833,,0.0391667,,11,2.89,5.7,68,tomato05,
512,farm29,20190108,17주차,815.7558333,99.4979167,15.3333333,16.3629167,1.0,757,2.65125,,2.195,,5,2.61,5.7,83,tomato05,
512,farm29,20190109,17주차,835.8570833,99.4608333,15.40875,15.6208333,0.0,1089,-0.55,,2.2920833,,13,2.91,5.59,74,tomato05,
512,farm29,20190110,17주차,893.37125,99.4929167,16.0420833,16.3295833,0.0,1049,2.3420833,,0.9858333,,10,2.81,5.61,74,tomato05,
512,farm29,20190111,17주차,893.7708333,99.4354167,16.74375,17.29375,0.0,1050,1.6704167,,0.32375,,10,2.88,5.58,75,tomato05,
512,farm29,20190112,17주차,860.6058333,99.5404167,15.11625,16.2529167,1.0,452,2.4558333,,0.1416667,,4,2.54,5.6,84,tomato05,
512,farm29,20190113,17주차,763.1195833,99.4266667,15.22,15.3175,1.0,1012,3.7458333,,3.11,,10,2.89,5.56,76,tomato05,
513,farm29,20190107,17주차,835.6754167,99.44125,16.3254167,17.1733333,0.0,991,1.6520833,,0.0391667,,11,2.89,5.7,68,tomato05,
513,farm29,20190108,17주차,815.7558333,99.4979167,15.3333333,16.3629167,1.0,757,2.65125,,2.195,,5,2.61,5.7,83,tomato05,
513,farm29,20190109,17주차,835.8570833,99.4608333,15.40875,15.6208333,0.0,1089,-0.55,,2.2920833,,13,2.91,5.59,74,tomato05,
513,farm29,20190110,17주차,893.37125,99.4929167,16.0420833,16.3295833,0.0,1049,2.3420833,,0.9858333,,10,2.81,5.61,74,tomato05,
513,farm29,20190111,17주차,893.7708333,99.4354167,16.74375,17.29375,0.0,1050,1.6704167,,0.32375,,10,2.88,5.58,75,tomato05,
513,farm29,20190112,17주차,860.6058333,99.5404167,15.11625,16.2529167,1.0,452,2.4558333,,0.1416667,,4,2.54,5.6,84,tomato05,
513,farm29,20190113,17주차,763.1195833,99.4266667,15.22,15.3175,1.0,1012,3.7458333,,3.11,,10,2.89,5.56,76,tomato05,
516,farm29,20190114,18주차,783.1883333,99.4779167,16.0945833,16.4279167,0.0,1137,3.5179167,,0.7683333,,11,2.84,5.66,69,tomato05,
516,farm29,20190115,18주차,818.7329167,99.4504167,16.7775,17.43125,0.0,1098,4.4483333,,0.23375,,11,2.83,5.59,69,tomato05,
516,farm29,20190116,18주차,759.2008333,99.4075,16.1091667,16.9675,0.0,1079,4.9683333,,0.50375,,12,2.96,5.57,71,tomato05,
516,farm29,20190117,18주차,737.5354167,99.4104167,16.445,16.9629167,0.0,1198,2.8008333,,0.0270833,,14,2.81,5.52,71,tomato05,
516,farm29,20190118,18주차,797.24125,99.5204167,14.8483333,15.99,0.0,685,0.4804167,,1.36875,,4,2.58,5.65,91,tomato05,
516,farm29,20190119,18주차,749.125,99.4633333,15.5545833,15.99625,0.0,1206,0.5904167,,1.5008333,,13,2.87,5.64,73,tomato05,
516,farm29,20190120,18주차,817.7795833,99.4720833,16.4008333,17.0720833,0.0,1234,1.4929167,,0.1758333,,10,2.9,5.63,68,tomato05,
517,farm29,20190114,18주차,783.1883333,99.4779167,16.0945833,16.4279167,0.0,1137,3.5179167,,0.7683333,,11,2.84,5.66,69,tomato05,
517,farm29,20190115,18주차,818.7329167,99.4504167,16.7775,17.43125,0.0,1098,4.4483333,,0.23375,,11,2.83,5.59,69,tomato05,
517,farm29,20190116,18주차,759.2008333,99.4075,16.1091667,16.9675,0.0,1079,4.9683333,,0.50375,,12,2.96,5.57,71,tomato05,
517,farm29,20190117,18주차,737.5354167,99.4104167,16.445,16.9629167,0.0,1198,2.8008333,,0.0270833,,14,2.81,5.52,71,tomato05,
517,farm29,20190118,18주차,797.24125,99.5204167,14.8483333,15.99,0.0,685,0.4804167,,1.36875,,4,2.58,5.65,91,tomato05,
517,farm29,20190119,18주차,749.125,99.4633333,15.5545833,15.99625,0.0,1206,0.5904167,,1.5008333,,13,2.87,5.64,73,tomato05,
517,farm29,20190120,18주차,817.7795833,99.4720833,16.4008333,17.0720833,0.0,1234,1.4929167,,0.1758333,,10,2.9,5.63,68,tomato05,
518,farm29,20190114,18주차,783.1883333,99.4779167,16.0945833,16.4279167,0.0,1137,3.5179167,,0.7683333,,11,2.84,5.66,69,tomato05,
518,farm29,20190115,18주차,818.7329167,99.4504167,16.7775,17.43125,0.0,1098,4.4483333,,0.23375,,11,2.83,5.59,69,tomato05,
518,farm29,20190116,18주차,759.2008333,99.4075,16.1091667,16.9675,0.0,1079,4.9683333,,0.50375,,12,2.96,5.57,71,tomato05,
518,farm29,20190117,18주차,737.5354167,99.4104167,16.445,16.9629167,0.0,1198,2.8008333,,0.0270833,,14,2.81,5.52,71,tomato05,
518,farm29,20190118,18주차,797.24125,99.5204167,14.8483333,15.99,0.0,685,0.4804167,,1.36875,,4,2.58,5.65,91,tomato05,
518,farm29,20190119,18주차,749.125,99.4633333,15.5545833,15.99625,0.0,1206,0.5904167,,1.5008333,,13,2.87,5.64,73,tomato05,
518,farm29,20190120,18주차,817.7795833,99.4720833,16.4008333,17.0720833,0.0,1234,1.4929167,,0.1758333,,10,2.9,5.63,68,tomato05,
519,farm29,20190114,18주차,783.1883333,99.4779167,16.0945833,16.4279167,0.0,1137,3.5179167,,0.7683333,,11,2.84,5.66,69,tomato05,
519,farm29,20190115,18주차,818.7329167,99.4504167,16.7775,17.43125,0.0,1098,4.4483333,,0.23375,,11,2.83,5.59,69,tomato05,
519,farm29,20190116,18주차,759.2008333,99.4075,16.1091667,16.9675,0.0,1079,4.9683333,,0.50375,,12,2.96,5.57,71,tomato05,
519,farm29,20190117,18주차,737.5354167,99.4104167,16.445,16.9629167,0.0,1198,2.8008333,,0.0270833,,14,2.81,5.52,71,tomato05,
519,farm29,20190118,18주차,797.24125,99.5204167,14.8483333,15.99,0.0,685,0.4804167,,1.36875,,4,2.58,5.65,91,tomato05,
519,farm29,20190119,18주차,749.125,99.4633333,15.5545833,15.99625,0.0,1206,0.5904167,,1.5008333,,13,2.87,5.64,73,tomato05,
519,farm29,20190120,18주차,817.7795833,99.4720833,16.4008333,17.0720833,0.0,1234,1.4929167,,0.1758333,,10,2.9,5.63,68,tomato05,
520,farm29,20190128,20주차,745.635,99.31625,16.6575,16.6029167,1.0,1283,4.9025,,1.5058333,,12,2.96,5.64,67,tomato05,
520,farm29,20190129,20주차,803.4,99.47,17.5854167,18.5670833,0.0,1325,3.2225,,0.00125,,10,2.83,5.72,75,tomato05,
520,farm29,20190130,20주차,798.2275,99.5379167,16.85125,18.28,0.0,678,5.5279167,,0.0,,5,2.61,5.68,83,tomato05,
520,farm29,20190201,20주차,692.4208333,99.9125,15.1125,15.4829167,,1076,-0.29625,,0.6421053,54.51375,12,2.91,5.68,70,tomato05,
520,farm29,20190202,20주차,745.49,99.89625,14.4116667,15.2025,,894,-0.14125,,1.6021739,54.93875,6,2.97,5.14,79,tomato05,
520,farm29,20190203,20주차,729.8220833,99.9408333,15.03125,16.0604167,,1024,0.0179167,,0.6515789,55.8725,10,2.94,5.59,72,tomato05,
521,farm29,20190128,20주차,745.635,99.31625,16.6575,16.6029167,1.0,1283,4.9025,,1.5058333,,12,2.96,5.64,67,tomato05,
521,farm29,20190129,20주차,803.4,99.47,17.5854167,18.5670833,0.0,1325,3.2225,,0.00125,,10,2.83,5.72,75,tomato05,
521,farm29,20190130,20주차,798.2275,99.5379167,16.85125,18.28,0.0,678,5.5279167,,0.0,,5,2.61,5.68,83,tomato05,
521,farm29,20190201,20주차,692.4208333,99.9125,15.1125,15.4829167,,1076,-0.29625,,0.6421053,54.51375,12,2.91,5.68,70,tomato05,
521,farm29,20190202,20주차,745.49,99.89625,14.4116667,15.2025,,894,-0.14125,,1.6021739,54.93875,6,2.97,5.14,79,tomato05,
521,farm29,20190203,20주차,729.8220833,99.9408333,15.03125,16.0604167,,1024,0.0179167,,0.6515789,55.8725,10,2.94,5.59,72,tomato05,
522,farm29,20190128,20주차,745.635,99.31625,16.6575,16.6029167,1.0,1283,4.9025,,1.5058333,,12,2.96,5.64,67,tomato05,
522,farm29,20190129,20주차,803.4,99.47,17.5854167,18.5670833,0.0,1325,3.2225,,0.00125,,10,2.83,5.72,75,tomato05,
522,farm29,20190130,20주차,798.2275,99.5379167,16.85125,18.28,0.0,678,5.5279167,,0.0,,5,2.61,5.68,83,tomato05,
522,farm29,20190201,20주차,692.4208333,99.9125,15.1125,15.4829167,,1076,-0.29625,,0.6421053,54.51375,12,2.91,5.68,70,tomato05,
522,farm29,20190202,20주차,745.49,99.89625,14.4116667,15.2025,,894,-0.14125,,1.6021739,54.93875,6,2.97,5.14,79,tomato05,
522,farm29,20190203,20주차,729.8220833,99.9408333,15.03125,16.0604167,,1024,0.0179167,,0.6515789,55.8725,10,2.94,5.59,72,tomato05,
523,farm29,20190128,20주차,745.635,99.31625,16.6575,16.6029167,1.0,1283,4.9025,,1.5058333,,12,2.96,5.64,67,tomato05,
523,farm29,20190129,20주차,803.4,99.47,17.5854167,18.5670833,0.0,1325,3.2225,,0.00125,,10,2.83,5.72,75,tomato05,
523,farm29,20190130,20주차,798.2275,99.5379167,16.85125,18.28,0.0,678,5.5279167,,0.0,,5,2.61,5.68,83,tomato05,
523,farm29,20190201,20주차,692.4208333,99.9125,15.1125,15.4829167,,1076,-0.29625,,0.6421053,54.51375,12,2.91,5.68,70,tomato05,
523,farm29,20190202,20주차,745.49,99.89625,14.4116667,15.2025,,894,-0.14125,,1.6021739,54.93875,6,2.97,5.14,79,tomato05,
523,farm29,20190203,20주차,729.8220833,99.9408333,15.03125,16.0604167,,1024,0.0179167,,0.6515789,55.8725,10,2.94,5.59,72,tomato05,
524,farm29,20190204,21주차,727.2975,99.90625,15.23875,16.5045833,,1189,0.8495833,,1.2534783,55.7591667,12,2.87,5.64,75,tomato05,
524,farm29,20190205,21주차,797.0958333,99.9008333,16.5670833,17.7025,,1283,1.3245833,,0.4075,56.1579167,10,2.92,5.68,68,tomato05,
524,farm29,20190206,21주차,775.9070833,99.9241667,16.1325,17.72875,,1361,3.1733333,,1.3864286,57.9445833,12,2.8,5.57,68,tomato05,
524,farm29,20190207,21주차,767.2833333,99.9375,16.1875,16.79125,,935,1.8383333,,0.37,56.3725,6,2.84,5.06,80,tomato05,
524,farm29,20190208,21주차,721.945,99.9316667,14.1779167,15.5095833,,695,2.3529167,,0.9733333,53.06375,4,2.6,5.74,81,tomato05,
524,farm29,20190209,21주차,741.7529167,99.8929167,14.9179167,15.5645833,,1060,1.4966667,,2.0047619,51.4641667,10,2.91,5.55,69,tomato05,
524,farm29,20190210,21주차,731.73375,99.9145833,16.1791667,16.9991667,,1536,1.70625,,1.4092308,51.8204167,13,2.8,5.59,77,tomato05,
526,farm29,20190204,21주차,727.2975,99.90625,15.23875,16.5045833,,1189,0.8495833,,1.2534783,55.7591667,12,2.87,5.64,75,tomato05,
526,farm29,20190205,21주차,797.0958333,99.9008333,16.5670833,17.7025,,1283,1.3245833,,0.4075,56.1579167,10,2.92,5.68,68,tomato05,
526,farm29,20190206,21주차,775.9070833,99.9241667,16.1325,17.72875,,1361,3.1733333,,1.3864286,57.9445833,12,2.8,5.57,68,tomato05,
526,farm29,20190207,21주차,767.2833333,99.9375,16.1875,16.79125,,935,1.8383333,,0.37,56.3725,6,2.84,5.06,80,tomato05,
526,farm29,20190208,21주차,721.945,99.9316667,14.1779167,15.5095833,,695,2.3529167,,0.9733333,53.06375,4,2.6,5.74,81,tomato05,
526,farm29,20190209,21주차,741.7529167,99.8929167,14.9179167,15.5645833,,1060,1.4966667,,2.0047619,51.4641667,10,2.91,5.55,69,tomato05,
526,farm29,20190210,21주차,731.73375,99.9145833,16.1791667,16.9991667,,1536,1.70625,,1.4092308,51.8204167,13,2.8,5.59,77,tomato05,
527,farm29,20190204,21주차,727.2975,99.90625,15.23875,16.5045833,,1189,0.8495833,,1.2534783,55.7591667,12,2.87,5.64,75,tomato05,
527,farm29,20190205,21주차,797.0958333,99.9008333,16.5670833,17.7025,,1283,1.3245833,,0.4075,56.1579167,10,2.92,5.68,68,tomato05,
527,farm29,20190206,21주차,775.9070833,99.9241667,16.1325,17.72875,,1361,3.1733333,,1.3864286,57.9445833,12,2.8,5.57,68,tomato05,
527,farm29,20190207,21주차,767.2833333,99.9375,16.1875,16.79125,,935,1.8383333,,0.37,56.3725,6,2.84,5.06,80,tomato05,
527,farm29,20190208,21주차,721.945,99.9316667,14.1779167,15.5095833,,695,2.3529167,,0.9733333,53.06375,4,2.6,5.74,81,tomato05,
527,farm29,20190209,21주차,741.7529167,99.8929167,14.9179167,15.5645833,,1060,1.4966667,,2.0047619,51.4641667,10,2.91,5.55,69,tomato05,
527,farm29,20190210,21주차,731.73375,99.9145833,16.1791667,16.9991667,,1536,1.70625,,1.4092308,51.8204167,13,2.8,5.59,77,tomato05,
528,farm29,20190211,22주차,827.6591667,99.9520833,13.6245833,14.7670833,1.0,438,2.7158333,,0.53,50.9604167,4,2.64,5.61,86,tomato05,
528,farm29,20190212,22주차,813.8166667,99.9275,15.0729167,15.4325,1.0,612,5.3420833,,1.8146154,49.52625,5,2.54,5.57,86,tomato05,
528,farm29,20190213,22주차,734.9491667,99.9079167,15.0866667,16.2645833,,1084,3.81375,,1.175,48.3204167,13,2.95,5.55,67,tomato05,
528,farm29,20190214,22주차,773.325,99.9420833,17.0395833,17.9375,,1451,4.6466667,,0.2654545,49.4058333,14,2.87,5.63,75,tomato05,
528,farm29,20190215,22주차,802.4970833,99.9370833,16.3154167,17.5741667,,840,5.2666667,,0.1516667,49.70125,6,2.64,5.93,81,tomato05,
528,farm29,20190216,22주차,824.9120833,99.9358333,18.2954167,19.4608333,,1539,5.9804167,,0.3257143,51.3966667,14,2.9,5.71,69,tomato05,
528,farm29,20190217,22주차,741.8191667,99.94125,17.1329167,19.2733333,,1569,6.7866667,,0.5488889,52.1766667,10,2.88,5.64,66,tomato05,
529,farm29,20190211,22주차,827.6591667,99.9520833,13.6245833,14.7670833,1.0,438,2.7158333,,0.53,50.9604167,4,2.64,5.61,86,tomato05,
529,farm29,20190212,22주차,813.8166667,99.9275,15.0729167,15.4325,1.0,612,5.3420833,,1.8146154,49.52625,5,2.54,5.57,86,tomato05,
529,farm29,20190213,22주차,734.9491667,99.9079167,15.0866667,16.2645833,,1084,3.81375,,1.175,48.3204167,13,2.95,5.55,67,tomato05,
529,farm29,20190214,22주차,773.325,99.9420833,17.0395833,17.9375,,1451,4.6466667,,0.2654545,49.4058333,14,2.87,5.63,75,tomato05,
529,farm29,20190215,22주차,802.4970833,99.9370833,16.3154167,17.5741667,,840,5.2666667,,0.1516667,49.70125,6,2.64,5.93,81,tomato05,
529,farm29,20190216,22주차,824.9120833,99.9358333,18.2954167,19.4608333,,1539,5.9804167,,0.3257143,51.3966667,14,2.9,5.71,69,tomato05,
529,farm29,20190217,22주차,741.8191667,99.94125,17.1329167,19.2733333,,1569,6.7866667,,0.5488889,52.1766667,10,2.88,5.64,66,tomato05,
530,farm29,20190211,22주차,827.6591667,99.9520833,13.6245833,14.7670833,1.0,438,2.7158333,,0.53,50.9604167,4,2.64,5.61,86,tomato05,
530,farm29,20190212,22주차,813.8166667,99.9275,15.0729167,15.4325,1.0,612,5.3420833,,1.8146154,49.52625,5,2.54,5.57,86,tomato05,
530,farm29,20190213,22주차,734.9491667,99.9079167,15.0866667,16.2645833,,1084,3.81375,,1.175,48.3204167,13,2.95,5.55,67,tomato05,
530,farm29,20190214,22주차,773.325,99.9420833,17.0395833,17.9375,,1451,4.6466667,,0.2654545,49.4058333,14,2.87,5.63,75,tomato05,
530,farm29,20190215,22주차,802.4970833,99.9370833,16.3154167,17.5741667,,840,5.2666667,,0.1516667,49.70125,6,2.64,5.93,81,tomato05,
530,farm29,20190216,22주차,824.9120833,99.9358333,18.2954167,19.4608333,,1539,5.9804167,,0.3257143,51.3966667,14,2.9,5.71,69,tomato05,
530,farm29,20190217,22주차,741.8191667,99.94125,17.1329167,19.2733333,,1569,6.7866667,,0.5488889,52.1766667,10,2.88,5.64,66,tomato05,
531,farm29,20190211,22주차,827.6591667,99.9520833,13.6245833,14.7670833,1.0,438,2.7158333,,0.53,50.9604167,4,2.64,5.61,86,tomato05,
531,farm29,20190212,22주차,813.8166667,99.9275,15.0729167,15.4325,1.0,612,5.3420833,,1.8146154,49.52625,5,2.54,5.57,86,tomato05,
531,farm29,20190213,22주차,734.9491667,99.9079167,15.0866667,16.2645833,,1084,3.81375,,1.175,48.3204167,13,2.95,5.55,67,tomato05,
531,farm29,20190214,22주차,773.325,99.9420833,17.0395833,17.9375,,1451,4.6466667,,0.2654545,49.4058333,14,2.87,5.63,75,tomato05,
531,farm29,20190215,22주차,802.4970833,99.9370833,16.3154167,17.5741667,,840,5.2666667,,0.1516667,49.70125,6,2.64,5.93,81,tomato05,
531,farm29,20190216,22주차,824.9120833,99.9358333,18.2954167,19.4608333,,1539,5.9804167,,0.3257143,51.3966667,14,2.9,5.71,69,tomato05,
531,farm29,20190217,22주차,741.8191667,99.94125,17.1329167,19.2733333,,1569,6.7866667,,0.5488889,52.1766667,10,2.88,5.64,66,tomato05,
532,farm29,20190218,23주차,744.63625,99.96375,15.7270833,17.1891667,,1518,6.9645833,,0.664,51.3475,12,2.91,5.54,68,tomato05,
532,farm29,20190219,23주차,779.6533333,99.9458333,16.1866667,17.3025,,1585,6.2554167,,0.54,51.97875,14,2.9,5.64,76,tomato05,
532,farm29,20190220,23주차,833.9558333,99.9541667,14.6058333,16.1904167,1.0,595,7.75375,,0.2225,51.6541667,5,2.59,5.57,83,tomato05,
532,farm29,20190221,23주차,794.2929167,99.945,16.55875,17.2758333,1.0,1399,8.85375,,0.7045455,52.0508333,14,2.83,5.69,67,tomato05,
532,farm29,20190222,23주차,762.0958333,99.935,16.7404167,17.8533333,,1545,6.87625,,0.843,53.0845833,14,2.76,5.65,92,tomato05,
532,farm29,20190223,23주차,751.6758333,99.9554167,15.65625,16.7791667,,745,8.1520833,,0.3733333,52.4808333,9,2.71,5.69,98,tomato05,
532,farm29,20190224,23주차,715.495,99.95375,16.3491667,17.48,1.0,816,10.9108333,,0.36,51.68125,9,2.7,5.6,92,tomato05,
534,farm29,20190218,23주차,744.63625,99.96375,15.7270833,17.1891667,,1518,6.9645833,,0.664,51.3475,12,2.91,5.54,68,tomato05,
534,farm29,20190219,23주차,779.6533333,99.9458333,16.1866667,17.3025,,1585,6.2554167,,0.54,51.97875,14,2.9,5.64,76,tomato05,
534,farm29,20190220,23주차,833.9558333,99.9541667,14.6058333,16.1904167,1.0,595,7.75375,,0.2225,51.6541667,5,2.59,5.57,83,tomato05,
534,farm29,20190221,23주차,794.2929167,99.945,16.55875,17.2758333,1.0,1399,8.85375,,0.7045455,52.0508333,14,2.83,5.69,67,tomato05,
534,farm29,20190222,23주차,762.0958333,99.935,16.7404167,17.8533333,,1545,6.87625,,0.843,53.0845833,14,2.76,5.65,92,tomato05,
534,farm29,20190223,23주차,751.6758333,99.9554167,15.65625,16.7791667,,745,8.1520833,,0.3733333,52.4808333,9,2.71,5.69,98,tomato05,
534,farm29,20190224,23주차,715.495,99.95375,16.3491667,17.48,1.0,816,10.9108333,,0.36,51.68125,9,2.7,5.6,92,tomato05,
535,farm29,20190218,23주차,744.63625,99.96375,15.7270833,17.1891667,,1518,6.9645833,,0.664,51.3475,12,2.91,5.54,68,tomato05,
535,farm29,20190219,23주차,779.6533333,99.9458333,16.1866667,17.3025,,1585,6.2554167,,0.54,51.97875,14,2.9,5.64,76,tomato05,
535,farm29,20190220,23주차,833.9558333,99.9541667,14.6058333,16.1904167,1.0,595,7.75375,,0.2225,51.6541667,5,2.59,5.57,83,tomato05,
535,farm29,20190221,23주차,794.2929167,99.945,16.55875,17.2758333,1.0,1399,8.85375,,0.7045455,52.0508333,14,2.83,5.69,67,tomato05,
535,farm29,20190222,23주차,762.0958333,99.935,16.7404167,17.8533333,,1545,6.87625,,0.843,53.0845833,14,2.76,5.65,92,tomato05,
535,farm29,20190223,23주차,751.6758333,99.9554167,15.65625,16.7791667,,745,8.1520833,,0.3733333,52.4808333,9,2.71,5.69,98,tomato05,
535,farm29,20190224,23주차,715.495,99.95375,16.3491667,17.48,1.0,816,10.9108333,,0.36,51.68125,9,2.7,5.6,92,tomato05,
537,farm29,20190225,24주차,611.6183333,99.9470833,16.785,18.13,1.0,1422,9.6966667,,1.0416667,52.9841667,13,2.8,5.67,94,tomato05,
537,farm29,20190226,24주차,719.675,99.9291667,15.7695833,17.07875,1.0,901,7.4554167,,,54.6608333,8,2.65,5.73,100,tomato05,
537,farm29,20190227,24주차,683.3945833,99.9491667,16.9795833,18.0354167,1.0,1202,9.4908333,,0.602,55.3083333,12,2.73,5.64,98,tomato05,
537,farm29,20190228,24주차,610.36,99.96625,16.0229167,17.6291667,,1786,7.32,,1.1388889,53.9029167,13,2.67,5.03,86,tomato05,
537,farm29,20190301,24주차,643.0225,99.9279167,17.5370833,19.0733333,,1902,5.4095833,,0.41,55.2279167,15,2.69,4.69,87,tomato05,
537,farm29,20190302,24주차,599.2733333,99.9025,16.25125,18.1541667,1.0,1250,6.9466667,,0.22,54.5695833,12,2.81,5.6,91,tomato05,
537,farm29,20190303,24주차,575.6879167,99.9270833,15.595,17.1320833,1.0,359,9.55625,,1.2277778,52.1354167,8,2.71,5.62,92,tomato05,
538,farm29,20190225,24주차,611.6183333,99.9470833,16.785,18.13,1.0,1422,9.6966667,,1.0416667,52.9841667,13,2.8,5.67,94,tomato05,
538,farm29,20190226,24주차,719.675,99.9291667,15.7695833,17.07875,1.0,901,7.4554167,,,54.6608333,8,2.65,5.73,100,tomato05,
538,farm29,20190227,24주차,683.3945833,99.9491667,16.9795833,18.0354167,1.0,1202,9.4908333,,0.602,55.3083333,12,2.73,5.64,98,tomato05,
538,farm29,20190228,24주차,610.36,99.96625,16.0229167,17.6291667,,1786,7.32,,1.1388889,53.9029167,13,2.67,5.03,86,tomato05,
538,farm29,20190301,24주차,643.0225,99.9279167,17.5370833,19.0733333,,1902,5.4095833,,0.41,55.2279167,15,2.69,4.69,87,tomato05,
538,farm29,20190302,24주차,599.2733333,99.9025,16.25125,18.1541667,1.0,1250,6.9466667,,0.22,54.5695833,12,2.81,5.6,91,tomato05,
538,farm29,20190303,24주차,575.6879167,99.9270833,15.595,17.1320833,1.0,359,9.55625,,1.2277778,52.1354167,8,2.71,5.62,92,tomato05,
539,farm29,20190225,24주차,611.6183333,99.9470833,16.785,18.13,1.0,1422,9.6966667,,1.0416667,52.9841667,13,2.8,5.67,94,tomato05,
539,farm29,20190226,24주차,719.675,99.9291667,15.7695833,17.07875,1.0,901,7.4554167,,,54.6608333,8,2.65,5.73,100,tomato05,
539,farm29,20190227,24주차,683.3945833,99.9491667,16.9795833,18.0354167,1.0,1202,9.4908333,,0.602,55.3083333,12,2.73,5.64,98,tomato05,
539,farm29,20190228,24주차,610.36,99.96625,16.0229167,17.6291667,,1786,7.32,,1.1388889,53.9029167,13,2.67,5.03,86,tomato05,
539,farm29,20190301,24주차,643.0225,99.9279167,17.5370833,19.0733333,,1902,5.4095833,,0.41,55.2279167,15,2.69,4.69,87,tomato05,
539,farm29,20190302,24주차,599.2733333,99.9025,16.25125,18.1541667,1.0,1250,6.9466667,,0.22,54.5695833,12,2.81,5.6,91,tomato05,
539,farm29,20190303,24주차,575.6879167,99.9270833,15.595,17.1320833,1.0,359,9.55625,,1.2277778,52.1354167,8,2.71,5.62,92,tomato05,
540,farm29,20190304,25주차,549.7516667,99.9354167,16.1416667,17.15125,1.0,1041,6.04,,1.43,51.8191667,8,2.66,5.59,98,tomato05,
540,farm29,20190305,25주차,551.2066667,99.9266667,16.2025,17.8620833,1.0,1589,7.55375,,2.518125,53.68625,15,2.72,5.7,89,tomato05,
540,farm29,20190306,25주차,554.46625,99.9225,15.2670833,16.92,,1840,5.3745833,,2.3,52.315,15,2.68,5.25,88,tomato05,
540,farm29,20190307,25주차,563.6379167,99.9170833,16.2245833,18.1175,,1802,5.0883333,,0.441,53.3604167,14,2.67,4.98,90,tomato05,
540,farm29,20190308,25주차,575.7345833,99.93875,16.3225,18.0429167,,1299,7.4170833,,2.1607143,54.2641667,11,2.73,5.59,98,tomato05,
540,farm29,20190309,25주차,539.78375,99.9354167,16.9495833,18.71875,,1817,6.7808333,,0.84125,56.1054167,13,2.69,4.72,87,tomato05,
540,farm29,20190310,25주차,578.18125,99.9620833,17.3329167,18.9904167,,1963,7.8633333,,0.8025,56.7754167,15,2.7,4.8,101,tomato05,
541,farm29,20190304,25주차,549.7516667,99.9354167,16.1416667,17.15125,1.0,1041,6.04,,1.43,51.8191667,8,2.66,5.59,98,tomato05,
541,farm29,20190305,25주차,551.2066667,99.9266667,16.2025,17.8620833,1.0,1589,7.55375,,2.518125,53.68625,15,2.72,5.7,89,tomato05,
541,farm29,20190306,25주차,554.46625,99.9225,15.2670833,16.92,,1840,5.3745833,,2.3,52.315,15,2.68,5.25,88,tomato05,
541,farm29,20190307,25주차,563.6379167,99.9170833,16.2245833,18.1175,,1802,5.0883333,,0.441,53.3604167,14,2.67,4.98,90,tomato05,
541,farm29,20190308,25주차,575.7345833,99.93875,16.3225,18.0429167,,1299,7.4170833,,2.1607143,54.2641667,11,2.73,5.59,98,tomato05,
541,farm29,20190309,25주차,539.78375,99.9354167,16.9495833,18.71875,,1817,6.7808333,,0.84125,56.1054167,13,2.69,4.72,87,tomato05,
541,farm29,20190310,25주차,578.18125,99.9620833,17.3329167,18.9904167,,1963,7.8633333,,0.8025,56.7754167,15,2.7,4.8,101,tomato05,
543,farm29,20190304,25주차,549.7516667,99.9354167,16.1416667,17.15125,1.0,1041,6.04,,1.43,51.8191667,8,2.66,5.59,98,tomato05,
543,farm29,20190305,25주차,551.2066667,99.9266667,16.2025,17.8620833,1.0,1589,7.55375,,2.518125,53.68625,15,2.72,5.7,89,tomato05,
543,farm29,20190306,25주차,554.46625,99.9225,15.2670833,16.92,,1840,5.3745833,,2.3,52.315,15,2.68,5.25,88,tomato05,
543,farm29,20190307,25주차,563.6379167,99.9170833,16.2245833,18.1175,,1802,5.0883333,,0.441,53.3604167,14,2.67,4.98,90,tomato05,
543,farm29,20190308,25주차,575.7345833,99.93875,16.3225,18.0429167,,1299,7.4170833,,2.1607143,54.2641667,11,2.73,5.59,98,tomato05,
543,farm29,20190309,25주차,539.78375,99.9354167,16.9495833,18.71875,,1817,6.7808333,,0.84125,56.1054167,13,2.69,4.72,87,tomato05,
543,farm29,20190310,25주차,578.18125,99.9620833,17.3329167,18.9904167,,1963,7.8633333,,0.8025,56.7754167,15,2.7,4.8,101,tomato05,
544,farm29,20190311,26주차,587.2833333,99.9608333,16.7033333,18.6829167,,1265,6.86875,,0.205,57.0183333,11,2.72,5.61,88,tomato05,
544,farm29,20190312,26주차,588.4908333,99.9183333,18.0225,19.8179167,,1792,9.7216667,,0.722,57.7266667,13,2.67,4.5,98,tomato05,
