Sample_no,조사일,주차,생장길이,줄기직경,개화군
848,20190221,27주차,220.0,0.6,14.57
849,20190221,27주차,240.0,1.0,13.33
850,20190221,27주차,320.0,1.2,16.42
851,20190221,27주차,260.0,0.7,14.83
852,20190228,28주차,210.0,1.0,16.0
853,20190228,28주차,190.0,0.9,14.5
854,20190228,28주차,240.0,1.1,18.0
855,20190228,28주차,230.0,0.6,14.5
856,20190307,29주차,220.0,0.6,15.25
857,20190307,29주차,200.0,0.7,15.5
858,20190307,29주차,260.0,0.9,17.5
859,20190307,29주차,190.0,0.5,15.5
860,20190314,30주차,230.0,0.7,16.16
861,20190314,30주차,220.0,0.8,15.25
862,20190314,30주차,220.0,0.8,18.4
865,20190321,31주차,150.0,0.6,15.4
866,20190321,31주차,200.0,0.6,19.6
867,20190321,31주차,110.0,0.6,16.4
870,20190329,32주차,210.0,5.3,19.5
871,20190329,32주차,170.0,5.4,16.37
873,20190404,33주차,160.0,7.0,16.6
874,20190404,33주차,130.0,6.5,19.5
875,20190404,33주차,140.0,6.1,17.8
876,20190411,34주차,220.0,5.2,19.33
877,20190411,34주차,170.0,7.7,17.2
880,20190423,36주차,360.0,4.6,19.6
881,20190423,36주차,360.0,5.7,18.6
882,20190423,36주차,370.0,8.2,22.0
883,20190423,36주차,260.0,6.2,18.66
885,20190502,37주차,210.0,6.9,20.0
886,20190502,37주차,220.0,11.7,22.0
887,20190502,37주차,170.0,5.1,20.25
888,20181007,16주차,5300.0,9.0,2.47
889,20181007,16주차,5160.0,9.1,1.87
890,20181007,16주차,4950.0,9.0,1.2
891,20181007,16주차,4900.0,9.7,1.2
892,20181008,17주차,5300.0,9.0,2.47
893,20181008,17주차,5160.0,9.1,1.87
894,20181008,17주차,4950.0,9.0,1.2
895,20181008,17주차,4900.0,9.7,1.2
897,20181015,18주차,270.0,7.2,6.55
898,20181015,18주차,265.0,5.4,5.2
899,20181015,18주차,330.0,5.0,5.3
900,20181022,19주차,300.0,6.7,6.5
901,20181022,19주차,290.0,5.3,7.7
902,20181022,19주차,270.0,4.5,7.0
903,20181022,19주차,300.0,7.8,5.7
905,20181029,20주차,290.0,4.3,8.7
906,20181029,20주차,220.0,7.2,6.4
907,20181029,20주차,205.0,7.3,6.9
909,20181105,21주차,250.0,3.1,8.43
911,20181105,21주차,290.0,6.1,7.67
912,20181119,23주차,210.0,7.0,9.59
913,20181119,23주차,170.0,4.1,9.46
914,20181119,23주차,180.0,7.3,8.59
915,20181119,23주차,190.0,7.8,7.44
916,20181203,25주차,230.0,4.5,10.38
917,20181203,25주차,220.0,5.7,10.48
918,20181203,25주차,175.0,8.3,9.32
919,20181203,25주차,175.0,8.2,9.53
920,20181210,26주차,190.0,6.3,11.5
922,20181210,26주차,200.0,5.4,9.33
923,20181210,26주차,185.0,6.5,9.52
924,20181217,27주차,0.0,7.1,11.33
925,20181217,27주차,0.0,5.6,12.67
926,20181217,27주차,0.0,7.7,10.53
927,20181217,27주차,0.0,7.9,9.39
928,20181224,28주차,0.0,7.0,0.0
930,20181224,28주차,0.0,7.4,0.0
932,20181231,29주차,0.0,7.5,0.0
933,20181231,29주차,0.0,6.6,14.0
934,20181231,29주차,0.0,8.9,0.0
937,20190107,30주차,0.0,7.4,0.0
938,20190107,30주차,0.0,8.1,0.0
939,20190107,30주차,0.0,8.4,0.0
941,20190114,31주차,0.0,7.4,0.0
942,20190114,31주차,0.0,8.9,0.0
943,20190114,31주차,0.0,9.1,0.0
944,20190121,32주차,0.0,8.0,0.0
945,20190121,32주차,0.0,8.9,0.0
946,20190121,32주차,0.0,9.7,0.0
947,20190121,32주차,0.0,9.0,0.0
948,20190204,34주차,0.0,8.4,0.0
950,20190204,34주차,0.0,9.4,0.0
952,20190211,35주차,0.0,9.1,0.0
953,20190211,35주차,0.0,9.0,0.0
954,20190211,35주차,0.0,9.8,0.0
955,20190211,35주차,0.0,9.1,0.0
956,20190318,40주차,730.0,6.8,1.46
957,20190318,40주차,760.0,7.5,1.5
958,20190318,40주차,710.0,8.5,1.75
959,20190318,40주차,720.0,8.5,1.6
960,20190325,41주차,223.0,9.6,1.38
963,20190325,41주차,209.0,9.8,2.25
964,20190401,42주차,215.0,9.2,2.35
965,20190401,42주차,240.0,7.6,2.38
966,20190401,42주차,210.0,11.1,1.37
967,20190401,42주차,203.0,10.8,2.38
968,20190408,43주차,211.0,10.7,3.36
970,20190408,43주차,176.0,12.3,2.41
971,20190408,43주차,232.0,10.9,2.33
974,20190415,44주차,212.0,5.7,4.52
977,20190422,45주차,257.0,6.7,4.35
978,20190422,45주차,221.0,5.4,4.4
979,20190422,45주차,256.0,9.0,5.33
980,20190429,46주차,0.0,0.0,0.0
981,20190429,46주차,0.0,0.0,0.0
982,20190429,46주차,0.0,0.0,0.0
983,20190429,46주차,0.0,0.0,0.0
984,20220113,1주차,53.0,2.03,0.0
987,20220113,1주차,36.0,2.04,0.0
988,20220131,3주차,117.0,3.49,0.0
989,20220131,3주차,139.0,5.1,0.0
990,20220131,3주차,137.0,5.04,0.0
991,20220131,3주차,134.0,3.9,0.0
992,20220303,7주차,323.0,10.15,2.2
993,20220303,7주차,896.0,12.14,2.43
994,20220303,7주차,346.0,11.01,2.13
995,20220303,7주차,912.0,11.23,2.13
996,20220331,11주차,375.0,6.88,5.25
998,20220331,11주차,453.0,8.13,5.33
999,20220331,11주차,398.0,8.42,5.4
1001,20181007,10주차,2360.0,6.72,5.8
1002,20181007,10주차,1760.0,14.48,4.33
1003,20181007,10주차,1960.0,11.13,4.33
1004,20181010,11주차,2005.0,7.5,8.0
1006,20181010,11주차,1760.0,14.5,4.33
1007,20181010,11주차,1960.0,11.1,4.33
1008,20181016,12주차,166.0,12.1,5.5
1012,20181022,13주차,219.0,7.8,5.66
1013,20181022,13주차,180.0,6.7,6.33
1017,20181030,14주차,165.0,8.8,6.33
1018,20181030,14주차,125.0,11.3,6.67
1019,20181030,14주차,49.0,6.7,5.22
1020,20181105,15주차,190.0,8.8,7.71
1022,20181105,15주차,150.0,7.8,8.17
1023,20181105,15주차,75.0,8.2,6.38
1024,20181111,15주차,148.0,6.0,8.75
1025,20181111,15주차,124.0,8.7,7.17
1028,20181120,17주차,105.0,9.1,7.33
1029,20181120,17주차,244.0,7.3,8.5
1032,20181127,18주차,158.0,8.1,8.75
1034,20181127,18주차,168.0,9.4,8.25
1035,20181127,18주차,118.0,9.7,6.0
1036,20181211,20주차,257.0,10.3,8.38
1037,20181211,20주차,126.0,9.2,9.83
1038,20181211,20주차,634.0,11.0,9.83
1039,20181211,20주차,38.0,8.4,8.5
1040,20181227,22주차,60.0,9.1,8.3
1041,20181227,22주차,-35.0,7.6,9.3
1042,20181227,22주차,390.0,9.3,10.54
1043,20181227,22주차,-110.0,4.4,7.2
1044,20190101,23주차,130.0,7.4,10.45
1045,20190101,23주차,340.0,8.2,11.0
1049,20190108,24주차,170.0,8.6,11.33
1052,20190116,25주차,150.0,9.5,12.5
1054,20190116,25주차,245.0,9.8,13.0
1055,20190116,25주차,100.0,4.7,9.0
1056,20190123,26주차,320.0,9.3,13.28
1058,20190123,26주차,120.0,9.9,13.83
1060,20190206,28주차,240.0,11.7,12.0
1061,20190206,28주차,330.0,6.9,13.25
1065,20190214,29주차,200.0,9.3,14.0
1066,20190214,29주차,160.0,6.2,14.8
1067,20190214,29주차,160.0,7.9,13.66
1068,20190220,30주차,135.0,10.4,14.9
1070,20190220,30주차,30.0,9.1,15.4
1072,20190225,31주차,135.0,7.9,14.62
1073,20190225,31주차,230.0,9.5,15.5
1074,20190225,31주차,120.0,8.5,14.5
1075,20190225,31주차,110.0,7.8,16.16
1077,20190307,32주차,180.0,7.0,15.71
1078,20190307,32주차,130.0,9.7,15.38
1080,20190313,33주차,110.0,8.6,15.9
1081,20190313,33주차,180.0,8.7,15.42
1083,20190313,33주차,120.0,10.6,15.71
1085,20190320,34주차,450.0,6.3,16.33
1086,20190320,34주차,120.0,9.5,16.8
1088,20190328,35주차,0.0,8.1,15.3
1091,20190328,35주차,0.0,10.1,16.8
1092,20190404,36주차,0.0,8.6,15.27
1094,20190404,36주차,0.0,8.8,16.2
1095,20190404,36주차,0.0,9.9,16.2
1098,20190409,37주차,0.0,8.8,16.0
1099,20190409,37주차,0.0,9.7,16.0
1100,20181007,13주차,3100.0,8.0,0.0
1101,20181007,13주차,3300.0,6.2,1.0
1102,20181007,13주차,3400.0,7.4,0.0
1103,20181007,13주차,2950.0,6.2,0.1
1104,20181012,14주차,3100.0,8.0,0.0
1105,20181012,14주차,3300.0,6.2,1.0
1106,20181012,14주차,3400.0,7.4,0.0
1107,20181012,14주차,2950.0,6.2,0.1
1109,20181019,15주차,0.0,7.1,0.0
1110,20181019,15주차,0.0,6.8,0.0
1112,20181026,16주차,0.0,6.3,0.0
1113,20181026,16주차,0.0,7.1,0.0
1114,20181026,16주차,0.0,6.2,0.0
1116,20181102,17주차,0.0,6.2,0.0
1117,20181102,17주차,0.0,7.1,0.0
1118,20181102,17주차,0.0,6.4,0.0
1119,20181102,17주차,0.0,6.9,0.0
1120,20181109,18주차,0.0,6.4,0.0
1121,20181109,18주차,0.0,6.8,0.0
1122,20181109,18주차,0.0,6.5,0.0
1124,20181116,19주차,0.0,6.5,0.0
1126,20181116,19주차,0.0,6.5,0.0
1127,20181116,19주차,0.0,6.5,0.0
1128,20181123,20주차,0.0,6.2,0.0
1131,20181123,20주차,0.0,6.2,0.0
1132,20181130,21주차,0.0,6.2,0.0
1135,20181130,21주차,0.0,6.2,0.0
1137,20181207,22주차,0.0,0.0,0.0
1139,20181207,22주차,0.0,0.0,0.0
1140,20181221,24주차,210.0,0.0,0.0
1141,20181221,24주차,190.0,0.0,0.0
1143,20181221,24주차,200.0,0.0,0.0
1144,20181228,25주차,0.0,0.0,0.0
1146,20181228,25주차,0.0,0.0,0.0
1147,20181228,25주차,0.0,0.0,0.0
1148,20190104,26주차,340.0,0.0,0.0
1149,20190104,26주차,330.0,0.0,0.0
1150,20190104,26주차,300.0,0.0,0.0
1151,20190104,26주차,280.0,0.0,0.0
1152,20190111,27주차,450.0,7.5,1.0
1153,20190111,27주차,510.0,8.1,1.0
1154,20190111,27주차,350.0,5.1,1.0
1155,20190111,27주차,430.0,6.0,1.0
1156,20190201,30주차,130.0,11.0,1.57
1157,20190201,30주차,175.0,9.6,1.5
1158,20190201,30주차,120.0,9.5,0.75
1159,20190201,30주차,115.0,9.4,1.5
1160,20190208,31주차,210.0,10.9,3.0
1161,20190208,31주차,190.0,10.4,2.5
1162,20190208,31주차,240.0,9.6,1.5
1167,20190215,32주차,210.0,11.3,1.57
1168,20190301,34주차,200.0,9.5,3.71
1169,20190301,34주차,170.0,10.8,5.0
1170,20190301,34주차,185.0,12.0,3.75
1172,20190329,38주차,80.0,8.0,5.6
1173,20190329,38주차,110.0,9.8,5.0
1174,20190329,38주차,145.0,9.9,6.6
1175,20190329,38주차,150.0,8.1,6.6
1176,20190405,39주차,121.0,6.3,7.0
1177,20190405,39주차,83.0,7.0,5.0
1179,20190405,39주차,150.0,9.1,6.5
1180,20190412,40주차,2250.0,7.1,7.0
1181,20190412,40주차,2300.0,4.8,7.0
1182,20190412,40주차,2450.0,4.7,7.67
1184,20190419,41주차,40.0,7.2,7.0
1186,20190419,41주차,60.0,4.9,8.75
1187,20190419,41주차,60.0,6.5,8.33
1188,20190426,42주차,64.0,7.7,6.5
1189,20190426,42주차,108.0,5.2,5.5
1192,20190503,43주차,63.0,7.9,0.5
1193,20190503,43주차,48.0,5.6,0.57
1195,20190503,43주차,12.0,6.6,0.25
1198,20211208,18주차,0.0,8.98,12.0
1199,20211208,18주차,0.0,4.94,11.17
1200,20211214,19주차,240.0,8.53,12.0
1201,20211214,19주차,420.0,7.07,12.0
1202,20211214,19주차,510.0,10.37,12.4
1203,20211214,19주차,240.0,8.08,12.17
1204,20211222,20주차,40.0,7.29,12.17
1205,20211222,20주차,350.0,5.39,12.0
1207,20211222,20주차,410.0,6.72,12.17
1208,20220111,23주차,230.0,11.96,13.6
1209,20220111,23주차,130.0,8.64,14.67
1210,20220111,23주차,190.0,9.73,14.75
1211,20220111,23주차,160.0,12.22,14.29
1213,20220119,24주차,200.0,8.96,15.33
1214,20220119,24주차,250.0,12.36,15.25
1216,20220125,25주차,150.0,11.77,15.29
1217,20220125,25주차,290.0,9.64,15.33
1218,20220125,25주차,160.0,10.99,16.33
1220,20220202,26주차,400.0,9.54,16.67
1221,20220202,26주차,60.0,9.27,16.17
1222,20220202,26주차,270.0,9.31,17.14
1224,20220208,27주차,70.0,11.7,16.14
1228,20220215,28주차,240.0,10.84,17.25
1229,20220215,28주차,220.0,7.13,18.17
1230,20220215,28주차,230.0,11.51,18.2
1231,20220215,28주차,210.0,10.07,18.17
1232,20220222,29주차,240.0,9.29,18.29
1234,20220222,29주차,260.0,9.94,19.29
1235,20220222,29주차,240.0,7.36,19.14
1236,20220308,31주차,90.0,5.27,20.14
1237,20220308,31주차,85.0,8.45,20.33
1238,20220308,31주차,105.0,5.71,21.33
1239,20220308,31주차,110.0,10.85,20.5
1240,20220314,32주차,140.0,8.78,20.29
1241,20220314,32주차,195.0,4.79,21.33
1242,20220314,32주차,180.0,8.52,22.0
1243,20220314,32주차,135.0,8.38,21.33
1246,20220405,35주차,290.0,9.42,23.17
1247,20220405,35주차,190.0,6.79,22.3
1248,20220412,36주차,300.0,10.41,23.33
1251,20220412,36주차,390.0,6.11,24.17
1252,20220419,37주차,270.0,11.22,24.33
1256,20220426,38주차,200.0,8.79,25.5
1258,20220426,38주차,260.0,9.47,26.67
1259,20220426,38주차,230.0,9.58,25.67
1260,20220503,39주차,255.0,9.35,26.33
1261,20220503,39주차,0.0,0.0,0.0
1262,20220503,39주차,245.0,7.94,27.4
1263,20220503,39주차,230.0,7.67,26.33
1265,20220530,43주차,180.0,5.28,29.2
1266,20220530,43주차,60.0,4.21,0.0
1267,20220530,43주차,50.0,6.55,0.0
1268,20180923,7주차,1930.0,13.47,3.75
1272,20180924,7주차,1930.0,13.5,3.75
1273,20180924,7주차,2110.0,13.9,4.29
1274,20180924,7주차,2190.0,9.7,4.14
1276,20181001,8주차,270.0,13.5,5.0
1277,20181001,8주차,254.0,10.4,5.1
1278,20181001,8주차,258.0,14.0,5.0
1279,20181001,8주차,276.0,15.2,5.0
1280,20181008,9주차,210.0,11.1,6.0
1281,20181008,9주차,235.0,10.7,6.0
1282,20181008,9주차,245.0,13.5,6.0
1283,20181008,9주차,257.0,15.7,6.0
1284,20181015,10주차,250.0,9.9,6.67
1285,20181015,10주차,260.0,12.9,7.0
1286,20181015,10주차,272.0,11.9,7.0
1289,20181022,11주차,240.0,10.7,8.0
1290,20181022,11주차,225.0,15.4,7.0
1291,20181022,11주차,200.0,11.1,7.17
1293,20181029,12주차,250.0,11.3,8.29
1294,20181029,12주차,290.0,11.3,7.33
1295,20181029,12주차,222.0,12.3,8.0
1296,20181105,13주차,252.0,8.4,9.14
1297,20181105,13주차,258.0,14.0,8.08
1298,20181105,13주차,230.0,10.6,8.43
1299,20181105,13주차,280.0,12.3,8.43
1301,20181112,14주차,183.0,11.1,10.0
1302,20181112,14주차,248.0,13.0,9.0
1305,20181119,15주차,244.0,12.9,10.17
1306,20181119,15주차,256.0,13.7,9.13
1307,20181119,15주차,180.0,12.6,9.57
1308,20181126,16주차,256.0,11.8,10.17
1309,20181126,16주차,245.0,13.8,11.14
1310,20181126,16주차,250.0,11.0,10.2
1311,20181126,16주차,173.0,15.7,10.29
1313,20181203,17주차,208.0,10.5,12.14
1314,20181203,17주차,210.0,13.3,10.6
1315,20181203,17주차,165.0,9.2,11.17
1316,20181210,18주차,257.0,13.5,11.5
1317,20181210,18주차,234.0,15.3,12.33
1318,20181210,18주차,245.0,12.0,11.17
1319,20181210,18주차,193.0,14.6,11.67
1320,20181217,19주차,206.0,13.7,12.38
1321,20181217,19주차,227.0,12.2,13.0
1323,20181217,19주차,185.0,11.2,12.29
1324,20181224,20주차,173.0,13.7,13.0
1325,20181224,20주차,195.0,13.0,14.0
1326,20181224,20주차,180.0,13.5,12.67
1331,20181231,21주차,160.0,13.9,13.2
1332,20190107,22주차,262.0,12.2,14.33
1333,20190107,22주차,249.0,14.0,15.33
1334,20190107,22주차,255.0,12.2,14.0
1335,20190107,22주차,190.0,13.4,14.11
1336,20190114,23주차,223.0,12.0,15.08
1337,20190114,23주차,197.0,11.8,16.1
1338,20190114,23주차,230.0,12.4,14.67
1339,20190114,23주차,188.0,12.4,15.0
1340,20190121,24주차,272.0,11.9,16.0
1341,20190121,24주차,250.0,11.7,17.0
1342,20190121,24주차,286.0,13.0,16.0
1344,20190128,25주차,263.0,0.0,0.0
1346,20190128,25주차,248.0,0.0,0.0
1347,20190128,25주차,333.0,0.0,0.0
1348,20190204,26주차,263.0,10.6,17.33
1350,20190204,26주차,248.0,12.4,17.33
1351,20190204,26주차,333.0,11.8,17.0
1353,20190211,27주차,260.0,12.9,19.29
1354,20190211,27주차,292.0,10.5,18.25
1358,20190218,28주차,224.0,11.0,19.0
1360,20190225,29주차,272.0,13.2,20.0
1361,20190225,29주차,242.0,13.1,21.0
1363,20190225,29주차,303.0,12.8,20.0
1364,20190304,30주차,271.0,12.3,21.0
1365,20190304,30주차,240.0,12.5,21.67
1366,20190304,30주차,205.0,9.7,20.5
1368,20190311,31주차,212.0,12.7,21.38
1369,20190311,31주차,206.0,13.8,22.13
1370,20190311,31주차,182.0,11.2,20.75
1371,20190311,31주차,202.0,11.6,20.25
1372,20190318,32주차,193.0,10.5,22.43
1373,20190318,32주차,231.0,13.3,23.5
1374,20190318,32주차,230.0,9.3,22.14
1375,20190318,32주차,200.0,12.6,22.0
1376,20190325,33주차,225.0,12.9,23.43
1377,20190325,33주차,245.0,12.3,24.5
1378,20190325,33주차,212.0,11.3,23.0
1379,20190325,33주차,233.0,13.6,22.5
1380,20190401,34주차,0.0,0.0,24.75
1381,20190401,34주차,0.0,0.0,23.83
1382,20190401,34주차,0.0,0.0,23.8
1383,20190401,34주차,0.0,0.0,24.0
1384,20190408,35주차,0.0,0.0,24.0
1385,20190408,35주차,0.0,0.0,25.0
1386,20190408,35주차,0.0,0.0,24.0
1388,20190415,36주차,0.0,0.0,24.0
1389,20190415,36주차,0.0,0.0,25.0
1391,20190415,36주차,0.0,0.0,24.0
1392,20190422,37주차,0.0,0.0,24.0
1393,20190422,37주차,0.0,0.0,25.0
1395,20190422,37주차,0.0,0.0,24.0
1396,20190429,38주차,0.0,0.0,0.0
1397,20190429,38주차,0.0,0.0,0.0
1398,20190429,38주차,0.0,0.0,0.0
1399,20190429,38주차,0.0,0.0,0.0
1400,20191230,9주차,60.0,16.0,3.15
1401,20191230,9주차,75.0,12.4,3.21
1402,20191230,9주차,80.0,12.3,3.33
1404,20200106,10주차,14.0,13.7,4.12
1405,20200106,10주차,15.0,11.9,3.23
1407,20200106,10주차,19.0,12.6,4.15
1408,20191202,10주차,0.0,10.9,2.23
1409,20191202,10주차,0.0,18.9,2.26
1410,20191202,10주차,0.0,16.7,2.22
1411,20191202,10주차,0.0,7.2,3.32
1413,20191209,11주차,95.0,9.7,3.32
1414,20191209,11주차,110.0,12.8,3.26
1415,20191209,11주차,97.0,10.5,4.31
1416,20191216,12주차,145.0,9.2,4.19
1417,20191216,12주차,130.0,11.2,4.21
1419,20191216,12주차,144.0,7.2,5.24
1420,20191223,13주차,32.0,7.4,4.26
1421,20191223,13주차,48.0,7.8,4.28
1422,20191223,13주차,53.0,5.1,4.21
1423,20191223,13주차,102.0,8.1,5.26
1424,20191230,14주차,12.0,7.3,4.26
1425,20191230,14주차,21.0,8.3,5.19
1426,20191230,14주차,50.0,5.2,4.14
1429,20200106,15주차,26.0,10.8,5.17
1430,20200106,15주차,25.0,5.1,4.1
1431,20200106,15주차,34.0,5.0,5.18
1432,20210201,19주차,15.0,6.4,5.8
1434,20210201,19주차,0.0,8.1,5.0
1436,20210209,20주차,50.0,7.4,6.4
1437,20210209,20주차,60.0,9.4,5.0
1438,20210209,20주차,50.0,12.2,4.33
1439,20210209,20주차,20.0,5.7,6.67
1440,20210214,21주차,40.0,10.1,6.4
1442,20210214,21주차,70.0,11.1,4.14
1443,20210214,21주차,55.0,5.2,6.5
1444,20210222,22주차,90.0,7.7,6.2
1448,20210301,23주차,80.0,7.2,7.0
1449,20210301,23주차,125.0,7.9,6.17
1451,20210301,23주차,65.0,6.4,8.0
1452,20210308,24주차,50.0,7.3,8.25
1453,20210308,24주차,120.0,10.9,7.6
1455,20210308,24주차,105.0,7.4,8.63
1458,20210315,25주차,115.0,8.0,6.0
1459,20210315,25주차,50.0,4.7,8.33
1460,20210322,26주차,110.0,7.0,9.0
1461,20210322,26주차,115.0,6.5,8.0
1462,20210322,26주차,0.0,5.6,8.0
1463,20210322,26주차,145.0,7.2,8.17
1464,20210329,27주차,150.0,7.0,9.0
1465,20210329,27주차,100.0,7.2,8.13
1466,20210329,27주차,20.0,5.8,8.2
1467,20210329,27주차,135.0,4.3,8.33
1468,20210405,28주차,105.0,8.32,10.75
1469,20210405,28주차,110.0,7.0,8.0
1471,20210405,28주차,50.0,8.2,8.57
1472,20210413,29주차,65.0,9.4,10.67
1473,20210413,29주차,0.0,9.6,4.0
1474,20210413,29주차,120.0,8.5,9.5
1475,20210413,29주차,34.0,8.7,8.67
1476,20210420,30주차,72.0,9.0,10.7
1477,20210420,30주차,0.0,9.6,4.0
1478,20210420,30주차,90.0,7.2,9.0
1479,20210420,30주차,51.0,7.6,8.73
1480,20210427,31주차,55.0,9.2,11.2
1481,20210427,31주차,0.0,9.3,5.0
1482,20210427,31주차,85.0,8.2,10.41
1483,20191229,19주차,60.0,4.5,3.0
1485,20191229,19주차,60.0,4.2,4.0
1487,20200105,20주차,20.0,7.7,2.0
1488,20200105,20주차,20.0,5.8,2.0
1490,20200105,20주차,0.0,4.3,2.0
1492,20210107,1주차,0.0,20.21,2.0
1493,20210107,1주차,0.0,21.05,3.2
1494,20210107,1주차,0.0,23.05,4.5
1496,20210121,3주차,185.0,10.16,2.5
1497,20210121,3주차,280.0,11.92,3.25
1498,20210121,3주차,250.0,11.12,2.5
1499,20210128,4주차,190.0,13.24,2.0
1500,20210128,4주차,189.0,8.05,1.75
1502,20210128,4주차,183.0,14.25,2.0
1504,20210203,5주차,145.0,10.24,2.25
1505,20210203,5주차,250.0,10.2,3.5
1506,20210203,5주차,190.0,8.8,2.25
1508,20210213,6주차,325.0,10.89,1.0
1509,20210213,6주차,280.0,14.53,1.0
1510,20210213,6주차,285.0,18.22,2.0
1513,20210306,9주차,170.0,5.66,1.0
1514,20210306,9주차,253.0,9.92,1.0
1515,20210324,12주차,0.0,9.43,1.5
1516,20210324,12주차,0.0,6.17,0.0
1518,20210324,12주차,0.0,9.29,1.0
1519,20210401,13주차,0.0,6.37,1.75
1522,20210401,13주차,0.0,7.08,0.0
1524,20210407,14주차,0.0,9.26,0.0
1525,20210407,14주차,0.0,9.34,0.0
1526,20210407,14주차,0.0,7.73,0.0
1527,20210415,15주차,0.0,8.69,0.0
1528,20210415,15주차,0.0,8.68,0.0
1530,20210415,15주차,0.0,9.93,0.0
1531,20210422,16주차,0.0,5.99,0.0
1533,20210422,16주차,0.0,8.52,0.0
1535,20211218,17주차,150.0,5.7,8.25
1536,20211218,17주차,130.0,9.9,7.0
1538,20211218,17주차,70.0,7.25,7.66
1539,20211225,18주차,150.0,6.11,8.8
1540,20211225,18주차,70.0,8.75,7.0
1542,20211225,18주차,60.0,7.17,8.0
1544,20220402,32주차,170.0,5.8,18.0
1546,20220402,32주차,100.0,7.68,18.0
1547,20191229,30주차,100.0,12.0,0.0
1548,20191229,30주차,120.0,13.1,3.0
1549,20191229,30주차,150.0,14.0,2.0
1550,20191229,30주차,170.0,15.0,1.0
1551,20200105,31주차,20.0,12.2,0.0
1552,20200105,31주차,50.0,14.2,3.0
1553,20200105,31주차,30.0,15.0,1.0
1554,20200105,31주차,20.0,12.1,2.0
1555,20200120,33주차,100.0,10.3,0.0
1556,20200120,33주차,150.0,8.3,0.0
1557,20200120,33주차,170.0,4.9,0.0
1560,20200126,34주차,140.0,13.3,2.0
1563,20200202,35주차,80.0,11.3,3.0
1564,20200202,35주차,140.0,12.3,1.0
1566,20200202,35주차,120.0,14.1,2.0
1567,20200209,36주차,130.0,14.6,5.0
1568,20200209,36주차,100.0,13.2,5.0
1570,20200209,36주차,50.0,11.5,8.0
1571,20200216,37주차,70.0,4.2,3.0
1573,20200216,37주차,70.0,7.2,5.0
1574,20200216,37주차,80.0,3.9,7.0
1575,20200223,38주차,70.0,3.0,5.0
1577,20200223,38주차,60.0,4.2,5.0
1578,20200223,38주차,40.0,5.4,7.0
1580,20200301,39주차,60.0,3.8,3.0
1581,20200301,39주차,60.0,3.9,4.0
1582,20200301,39주차,60.0,4.3,8.0
1583,20200308,40주차,50.0,4.6,6.0
1584,20200308,40주차,30.0,4.3,4.0
1585,20200308,40주차,40.0,4.2,3.0
1586,20200308,40주차,50.0,3.8,4.0
1587,20200316,41주차,90.0,4.6,3.0
1588,20200316,41주차,100.0,4.2,4.0
1589,20200316,41주차,70.0,4.3,3.0
1590,20200316,41주차,120.0,4.5,4.0
1591,20200322,42주차,100.0,4.2,2.0
1592,20200322,42주차,80.0,3.9,3.0
1593,20200322,42주차,100.0,4.5,4.0
1594,20200322,42주차,70.0,4.4,7.0
1596,20200329,43주차,100.0,3.5,4.0
1598,20200329,43주차,70.0,3.8,7.0
1599,20200412,45주차,0.0,3.4,1.0
1600,20200412,45주차,0.0,4.2,2.0
1601,20200412,45주차,0.0,3.7,2.0
1602,20200412,45주차,0.0,4.5,3.0
1603,20200419,46주차,0.0,7.3,0.0
1604,20200419,46주차,0.0,4.5,0.0
1606,20200419,46주차,0.0,5.2,0.0
1607,20200426,47주차,0.0,8.4,0.0
1608,20200426,47주차,0.0,4.9,0.0
1611,20200503,48주차,0.0,12.1,0.0
1612,20200503,48주차,0.0,5.7,0.0
1613,20200503,48주차,0.0,6.5,0.0
1614,20200503,48주차,0.0,7.2,0.0
1616,20200510,49주차,0.0,6.7,0.0
1617,20200510,49주차,0.0,8.2,0.0
1618,20200510,49주차,0.0,8.4,0.0
1620,20191230,20주차,100.0,9.02,2.67
1621,20191230,20주차,150.0,9.89,1.27
1622,20191230,20주차,130.0,8.46,1.33
1623,20211112,1주차,0.0,87.0,6.3
1624,20211112,1주차,0.0,66.0,6.0
1625,20211112,1주차,0.0,68.0,5.0
1626,20211112,1주차,0.0,83.0,7.3
1627,20200102,17주차,0.0,11.0,9.5
1628,20200102,17주차,0.0,10.5,9.5
1629,20200102,17주차,0.0,9.8,9.33
1630,20200102,17주차,0.0,11.0,9.33
1632,20200421,33주차,173.0,11.84,20.8
1633,20200421,33주차,220.0,9.49,22.4
1634,20200421,33주차,280.0,12.3,20.5
1637,20200427,34주차,109.0,18.01,22.17
1638,20200427,34주차,168.0,12.3,21.67
1639,20191201,17주차,3960.0,11.64,10.5
1640,20191201,17주차,3955.0,12.09,9.4
1641,20191201,17주차,3935.0,12.68,8.33
1642,20191201,17주차,3900.0,12.02,9.33
1644,20191208,18주차,130.0,10.47,9.4
1645,20191208,18주차,145.0,12.2,8.6
1646,20191208,18주차,145.0,13.36,9.38
1647,20191215,19주차,180.0,9.0,11.6
1648,20191215,19주차,180.0,10.0,10.33
1649,20191215,19주차,190.0,10.0,9.67
1650,20191215,19주차,180.0,8.0,11.0
1652,20191222,20주차,170.0,9.0,11.67
1653,20191222,20주차,180.0,8.0,11.0
1654,20191222,20주차,190.0,8.0,11.67
1655,20191227,21주차,240.0,12.32,6.8
1656,20191227,21주차,135.0,11.3,6.5
1657,20191227,21주차,180.0,13.6,7.17
